,Indegree
1349053,4
1349059,1
1349061,1
1349073,1
1349077,94
1349094,7
1349098,3
1349116,1
1349135,1
1349165,2
1349190,308
1349223,180
1349228,1
1349246,4
1349268,2
1349270,4
1349273,2
1349289,6
1349291,8
1349315,8
1349321,1
1349339,1
1349350,1
1349363,1
1349390,1
1349398,4
1349405,14
1349420,1
1349445,6
1349452,3
1349458,1
1349486,4
1349488,75
1349501,4
1349505,1
1349510,2
1349511,5
1349515,1
1349522,1
1349523,34
1349533,1
1349546,1
1349584,2
1349630,2
1349637,106
1349638,1
1349661,411
1349681,645
1349703,6
1349707,143
1349713,1
1349715,2
1349719,2
1349730,4
1349737,115
1349739,10
1349744,2
1349746,1
1349755,1
1349758,2
1349762,2
1349778,147
1349779,1
1349792,2
1349818,1
1349824,13
1349836,5
1349862,1
1349863,1
1349882,2
1349896,5
1349899,28
1349914,87
1349920,1
1349941,4
1349943,128
1349946,1
1349950,1
1349953,2
1349956,20
1349961,26
1349977,1
1349978,3
1349991,1
1349993,7
1349996,25
1350001,1
1350003,1
1350009,382
1350013,43
1350014,1
1350016,3
1350025,4
1350028,5
1350034,2
1350036,2
1350038,344
1350054,1
1350058,34
1350065,2
1350072,2
1350075,3
1350077,2
1350083,231
1350084,139
1350095,24
1350103,3
1350122,1
1350123,1
1350131,3
1350134,1
1350138,1
1350141,16
1350145,1
1350147,1
1350162,25
1350169,34
1350170,10
1350192,480
1350236,1
1350254,1
1350290,1
1350304,2
1350314,1
1350318,3
1350349,41
1350358,598
1350360,1
1350386,1
1350399,274
1350411,1
1350441,14
1350462,54
1350481,1
1350482,77
1350499,35
1350504,1
1350523,120
1350539,3
1350549,1
1350557,258
1350576,1
1350577,1
1350582,1619
1350583,1
1350607,17
1350616,1
1350634,135
1350652,3
1350687,10
1350693,2389
1350710,2
1350722,1
1350735,3
1350744,64
1350755,1
1350781,8
1350816,1
1350819,6
1350834,878
1350835,252
1350843,3
1350851,1
1350857,1
1350879,8
1350882,16
1350886,9
1350914,16
1350937,2515
1350938,2
1350942,2
1350972,1
1351009,46
1351013,15
1351021,7
1351032,1
1351049,2
1351051,5
1351052,4
1351062,2
1351064,10
1351075,4
1351080,2
1351092,1
1351171,1
1351187,1
1351211,18
1351255,1
1351261,7
1351275,3
1351279,1
1351284,14
1351307,4
1351309,3
1351314,1
1351324,1
1351378,4
1351382,1
1351398,1
1351408,79
1351417,18
1351426,1
1351434,20
1351439,1
1351449,1
1351463,3
1351466,7
1351479,1
1351483,5
1351495,8
1351501,19
1351510,1
1351513,2
1351517,18
1351524,13
1351549,21
1351564,15
1351565,1
1351583,1
1351592,1
1351593,13
1351602,1
1351612,2
1351631,4
1351648,69
1351660,12
1351672,6
1351684,2
1351685,3
1351688,106
1351701,2
1351708,1
1351710,3
1351713,5
1351718,2
1351727,3
1351741,1
1351757,2
1351796,7
1351806,306
1351827,1
1351830,1
1351835,2
1351838,1
1351857,30
1351870,1
1351888,3
1351927,1
1351940,16
1351942,23
1351946,1
1351949,1
1351986,1
1352007,1
1352035,18
1352066,56
1352075,4
1352077,8
1352082,338
1352083,16
1352121,1
1352144,6
1352160,1
1352177,69
1352204,25
1352214,1
1352218,27
1352236,1
1352246,2
1352249,3
1352283,1
1352295,3
1352302,1
1352311,6
1352326,16
1352330,2
1352333,568
1352353,1
1352360,2
1352364,1
1352368,1
1352418,4
1352430,177
1352438,48
1352439,540
1352444,1
1352476,1
1352480,3
1352488,2
1352497,1
1352502,2
1352528,1
1352553,72
1352558,1572
1352566,2
1352620,1
1352629,2
1352630,28
1352637,4
1352648,1
1352653,1
1352655,2
1352656,1415
1352660,2
1352662,1
1352665,1
1352666,1
1352672,1
1352682,1
1352686,353
1352701,4
1352712,77
1352713,3
1352719,2
1352726,2
1352743,1
1352754,7
1352762,2
1352763,10
1352766,1
1352767,2
1352791,1
1352792,12
1352800,1
1352801,1
1352839,57
1352848,1
1352861,2
1352873,4
1352877,987
1352880,5
1352881,13
1352894,1
1352902,15
1352908,7
1352912,1
1352926,1
1352930,1
1352933,3
1352941,1
1352952,1
1352963,6
1352976,3
1353008,6
1353009,4
1353023,2
1353024,3
1353032,238
1353040,294
1353042,1
1353047,1
1353051,1
1353056,2
1353068,487
1353088,7
1353098,1184
1353109,1
1353110,2
1353141,1
1353142,276
1353145,5
1353156,1
1353159,57
1353161,9
1353186,1
1353197,1
1353202,3
1353209,23
1353214,314
1353222,24
1353229,7
1353247,1
1353249,1
1353274,12
1353299,10
1353305,270
1353307,6
1353313,28
1353315,3
1353320,1
1353321,2
1353333,1
1353343,1208
1353345,118
1353359,2
1353367,1
1353378,1
1353405,8
1353417,1
1353419,14
1353421,1
1353423,1
1353424,1
1353439,1
1353444,1
1353447,1
1353451,1
1353461,5
1353471,18
1353480,44
1353490,1
1353496,1
1353506,222
1353512,9
1353540,4
1353541,3
1353558,4
1353561,15
1353564,105
1353584,8
1353593,3
1353612,3
1353614,1
1353617,149
1353623,12
1353645,4356
1353650,3
1353660,2
1353667,1
1353688,1
1353690,1
1353720,201
1353726,153
1353727,61
1353753,1
1353793,5
1353795,2
1353803,190
1353822,2004
1353843,37
1353845,165
1353852,2
1353857,3
1353858,1
1353869,1
1353871,5
1353872,9
1353955,4462
1353963,16
1353969,7645
1353978,416
1353983,2
1353989,6
1354012,7
1354019,11
1354026,5
1354034,3
1354049,1
1354056,1
1354106,34
1354109,1
1354111,27
1354120,1
1354146,1
1354166,82
1354181,1
1354189,154
1354195,1
1354200,1
1354211,1
1354216,3
1354218,3
1354237,2
1354263,2178
1354274,6
1354277,73
1354286,4
1354297,1
1354307,3
1354328,141
1354338,1
1354342,10
1354359,2
1354360,9
1354365,5
1354382,441
1354389,1
1354394,3
1354399,1
1354411,1
1354435,17
1354449,3
1354454,1
1354463,3
1354465,42
1354468,1
1354471,97
1354475,5
1354482,13
1354490,1
1354514,4
1354522,3
1354536,2
1354539,1
1354555,79
1354557,2
1354585,224
1354587,770
1354602,3
1354607,21556
1354608,177
1354620,7
1354632,1
1354649,4
1354671,37787
1354677,128
1354684,1
1354691,2
1354696,1
1354698,195
1354706,59
1354734,1604
1354763,6
1354776,1342
1354777,417
1354791,3
1354794,12
1354807,1
1354812,1
1354816,3
1354844,2
1354865,1
1354878,1
1354895,230
1354903,1
1354923,1
1354938,193
1354953,7
1354957,355
1354961,3
1354978,1209
1354989,2
1354998,26
1355014,331
1355022,2
1355035,2
1355040,1
1355043,1
1355050,12
1355053,3
1355069,243
1355079,25
1355082,9
1355096,164
1355114,1
1355124,1
1355132,9
1355158,6
1355159,103
1355161,1
1355174,322
1355179,1
1355187,7
1355190,2
1355192,1
1355198,1
1355203,3
1355207,5
1355232,16
1355233,6034
1355248,38
1355254,1
1355261,1
1355269,7
1355271,2
1355276,1
1355282,1
1355297,3
1355300,1
1355303,1
1355304,1
1355308,152
1355350,6
1355359,1
1355368,1
1355377,36
1355379,24
1355385,24
1355395,3
1355407,15
1355418,387
1355421,4
1355422,1
1355431,10
1355440,3
1355443,1
1355449,14
1355454,6
1355466,1
1355469,6
1355471,1
1355476,98
1355480,1
1355483,399
1355496,1
1355519,16
1355525,1
1355531,10
1355538,41
1355552,19
1355556,4
1355565,68
1355573,26
1355580,1
1355591,1
1355602,11
1355605,2
1355606,10
1355633,1
1355677,14
1355680,1
1355687,7
1355689,5
1355694,45
1355702,1
1355703,1639
1355706,9
1355707,11
1355712,6
1355728,13
1355729,3
1355731,2
1355736,138
1355739,1
1355743,20
1355772,1006
1355775,2
1355776,157
1355794,12
1355808,2
1355836,3
1355848,1
1355861,7
1355863,1
1355885,1783
1355895,2
1355912,2
1355917,1703
1355919,87
1355922,6
1355936,33
1355948,24
1355968,1
1355987,1
1355993,13
1355995,1
1356004,19
1356020,1
1356027,1097
1356031,1
1356033,8
1356037,4
1356058,1
1356060,4
1356080,38
1356086,24
1356090,7
1356112,19
1356113,2
1356124,20
1356126,5
1356134,29
1356141,2
1356144,1
1356145,1
1356170,33
1356194,1
1356202,1
1356217,7
1356219,3
1356230,6
1356235,8
1356247,2
1356267,8
1356274,899
1356291,3
1356315,9
1356345,1
1356346,1
1356376,5
1356389,1
1356401,3
1356402,6901
1356407,1
1356415,1
1356428,1
1356433,4
1356436,10
1356464,2
1356472,1
1356474,1
1356483,3
1356484,12
1356485,1
1356491,1
1356492,111
1356518,211
1356525,3
1356526,4
1356533,6
1356539,1
1356543,364
1356544,16
1356557,3
1356560,1
1356565,1
1356573,7
1356600,1
1356617,4
1356623,67
1356625,5
1356627,6
1356632,2
1356642,2
1356650,8
1356659,1
1356663,2
1356666,1
1356676,37
1356682,3
1356689,17
1356691,1
1356694,4
1356741,3
1356743,184
1356753,616
1356765,10
1356773,13
1356784,1129
1356796,133
1356798,2
1356823,2
1356827,3
1356846,1
1356849,4
1356851,1
1356857,179
1356865,39
1356873,1
1356875,2
1356881,1
1356915,3
1356919,9
1356929,126
1356933,1
1356936,7
1356940,1
1356942,1
1356943,1
1356945,2
1356958,3
1356984,2
1356991,4179
1356995,1
1357003,2
1357008,2
1357024,2
1357029,64
1357042,1
1357061,2
1357079,5
1357083,534
1357095,3
1357102,11
1357104,83
1357108,49
1357132,2
1357152,3
1357159,9
1357165,1
1357221,1
1357227,1
1357229,1
1357233,2
1357234,1
1357238,7
1357260,24
1357269,56
1357286,6
1357287,1
1357293,23
1357304,17
1357309,2
1357310,1
1357317,41
1357323,16
1357349,3
1357352,67
1357354,1
1357360,1
1357363,1
1357380,277
1357456,16
1357468,3
1357482,1
1357503,59
1357510,53
1357519,8
1357520,27
1357529,5
1357539,3
1357546,5
1357561,478
1357575,2
1357579,1
1357586,1
1357588,5
1357589,1
1357617,1
1357626,1
1357637,9
1357663,3
1357665,22
1357672,1
1357674,6
1357683,1
1357687,89
1357698,274
1357701,1
1357705,72
1357710,1
1357720,1
1357722,2
1357731,3
1357732,1
1357740,1
1357742,2
1357760,1
1357766,1
1357769,7
1357782,5
1357783,6
1357786,2
1357790,1
1357809,2
1357813,3
1357814,51
1357820,1
1357826,3
1357855,31
1357870,2
1357880,51
1357881,5
1357892,36
1357905,1
1357911,3
1357928,14
1357932,1
1357940,114
1357951,11
1357956,2
1358001,5
1358017,36
1358026,1
1358029,8
1358034,2
1358052,1
1358053,3
1358055,3
1358056,1
1358061,1
1358084,261
1358098,129
1358108,3
1358115,266
1358122,1
1358123,18
1358141,1033
1358155,2
1358162,2
1358165,16
1358181,1
1358184,625
1358191,28
1358202,11
1358242,1
1358255,5
1358262,1
1358268,3
1358271,1
1358300,911
1358306,1
1358308,5
1358311,1795
1358328,1
1358338,1
1358356,3
1358368,2
1358370,2
1358389,710
1358401,2
1358403,365
1358428,1
1358429,25
1358448,1
1358457,1
1358462,3
1358477,10
1358499,39
1358506,3
1358521,1
1358533,132
1358535,7
1358547,38
1358561,7
1358578,3
1358583,2
1358599,35
1358608,1
1358614,2
1358617,1
1358621,7
1358633,1
1358648,2
1358663,1
1358679,1
1358682,40
1358690,3
1358699,7
1358714,186
1358717,2
1358722,1
1358735,2466
1358765,5
1358768,1
1358776,13
1358798,2
1358800,22
1358806,1
1358808,1
1358821,1
1358823,1
1358827,1
1358829,1
1358848,1
1358860,161
1358887,19
1358894,17822
1358901,3
1358905,1
1358911,1
1358914,26
1358936,1
1358937,14
1358954,1
1358957,1
1358986,9
1358991,1
1359001,7
1359007,5
1359022,1
1359064,17
1359076,3
1359087,1
1359089,6
1359101,1
1359108,1
1359109,21
1359116,1
1359128,2
1359130,5
1359132,18
1359136,1
1359156,1
1359161,1
1359162,2
1359164,1
1359169,84
1359172,3
1359174,1
1359205,11
1359214,15
1359218,2
1359223,5589
1359237,54
1359242,11
1359245,2
1359256,1
1359263,6
1359273,545
1359277,1
1359287,1
1359292,81
1359315,1
1359323,2
1359325,1
1359342,8
1359346,3
1359347,6
1359352,1
1359355,44
1359360,5
1359370,1
1359381,44
1359387,1
1359391,1
1359399,1
1359406,3
1359410,3
1359417,2
1359420,3
1359456,7
1359463,3
1359469,11
1359474,10
1359479,29
1359495,5
1359508,1
1359518,2
1359528,2
1359535,5
1359538,29
1359541,1
1359543,3
1359546,1
1359570,2
1359573,18
1359601,5
1359606,2
1359613,12
1359647,7
1359656,5
1359667,142
1359699,1
1359704,72
1359714,1
1359733,60
1359741,1
1359755,29
1359767,238
1359777,15
1359783,27
1359784,2
1359802,1
1359806,39
1359811,5
1359812,2
1359818,14123
1359824,1
1359847,3
1359851,1
1359882,1
1359883,10
1359895,990
1359897,2
1359904,2
1359909,1
1359912,2
1359919,20
1359928,1
1359934,77
1359937,4
1359943,41
1359948,1
1359954,1
1359965,1
1359967,1
1359977,168
1359983,127
1359991,58
1360011,1
1360014,2
1360046,21
1360066,2
1360071,1
1360075,1
1360080,117
1360083,1
1360110,1
1360112,11
1360115,1
1360120,2244
1360145,24
1360148,2
1360149,2
1360158,73
1360172,55
1360177,1991
1360182,1
1360192,1
1360205,1
1360206,3
1360222,1
1360236,1
1360244,307
1360267,28
1360270,19
1360288,191
1360308,2
1360329,1
1360362,20
1360373,4
1360380,4
1360382,2
1360392,2
1360396,1
1360399,3
1360403,1
1360425,2
1360442,1
1360448,2
1360453,3
1360454,3786
1360483,1
1360497,13
1360508,1151
1360513,15
1360540,5
1360562,11
1360570,5
1360609,1
1360612,4
1360618,2
1360627,687
1360652,2
1360658,1
1360666,12
1360674,185
1360681,2
1360688,665
1360694,5
1360702,2
1360709,1
1360710,2
1360736,7
1360737,1
1360754,1
1360766,1
1360774,18
1360796,1
1360809,1
1360826,2
1360843,91
1360852,59
1360854,1
1360855,11
1360877,80
1360886,1
1360900,1
1360912,4
1360916,4
1360918,30
1360945,7
1360966,1
1360979,24
1360984,11
1360988,3
1361010,2
1361014,4
1361015,1
1361027,30
1361036,10
1361056,79
1361064,14
1361079,6
1361081,1
1361090,1
1361093,1
1361096,1
1361108,13
1361109,1
1361111,63
1361117,1
1361125,3
1361128,4
1361130,18
1361136,1
1361150,1
1361165,1
1361178,1
1361194,1
1361205,19
1361208,851
1361211,2
1361213,4
1361223,411
1361254,11037
1361270,1
1361280,135
1361294,60
1361302,85
1361307,1
1361314,1244
1361330,39
1361341,105
1361348,1
1361349,43
1361387,1
1361396,12
1361402,1
1361404,1
1361409,1
1361411,1
1361426,38
1361439,80
1361478,4
1361490,9
1361491,5
1361501,1
1361516,27
1361519,4
1361539,1
1361542,3
1361553,1
1361554,828
1361563,7
1361569,1
1361571,33
1361580,10
1361587,6
1361590,5
1361591,2
1361595,4
1361596,18
1361613,92
1361615,1
1361623,1
1361628,7
1361630,2
1361635,1
1361665,5
1361670,1
1361673,21
1361674,10
1361688,1
1361689,1
1361708,8
1361710,2
1361722,1
1361739,1
1361742,206
1361744,93
1361760,2
1361766,1
1361771,1
1361775,23
1361790,8
1361813,6
1361817,1
1361819,75
1361832,5
1361840,3
1361841,2
1361865,12
1361866,4
1361882,8
1361885,107
1361896,99
1361930,1
1361933,5
1361943,26
1361948,3
1361956,1
1361960,2
1361970,4
1361984,6
1361987,1
1361997,1
1362033,24
1362041,1
1362045,156
1362089,21
1362095,3
1362099,16
1362109,5
1362123,6
1362124,1
1362130,6
1362175,7
1362176,1
1362177,19
1362184,528
1362191,8
1362210,11
1362216,4
1362217,3946
1362218,2
1362225,1
1362243,10
1362249,7
1362252,748
1362260,138
1362270,36
1362291,11
1362298,53
1362300,1
1362303,6
1362305,1
1362311,12
1362348,1
1362356,1
1362359,2
1362360,1
1362362,1
1362370,175
1362386,1
1362390,4
1362426,1
1362430,1
1362442,1
1362461,3
1362463,1
1362467,1
1362487,1
1362492,1
1362497,19
1362499,1
1362511,1
1362524,1
1362543,194
1362545,1
1362558,1
1362562,1
1362566,2
1362578,1
1362622,1
1362642,4
1362647,44710
1362662,1
1362672,26
1362674,14
1362680,13
1362687,1
1362693,1
1362703,54
1362709,1
1362730,4
1362739,1
1362754,3
1362755,2
1362784,215
1362791,1
1362794,1
1362806,2
1362816,23
1362828,1
1362837,1
1362845,16
1362846,12
1362847,4
1362858,114
1362864,20
1362867,1
1362875,43
1362883,1
1362890,458
1362911,9
1362930,1
1362933,1
1362938,1
1362951,219
1362964,2
1362980,3
1362990,2
1362995,8
1362998,1
1363003,1
1363042,11
1363054,23
1363058,2
1363081,5
1363083,1
1363087,12
1363093,2
1363111,1
1363114,1
1363140,2
1363141,5
1363154,2
1363161,4
1363169,2
1363171,2
1363180,47
1363181,2
1363189,16
1363190,65
1363192,1
1363201,1
1363206,1
1363225,1
1363226,1
1363232,14
1363244,21
1363246,1
1363257,1
1363261,39
1363265,1
1363281,4
1363293,1
1363311,356
1363320,3
1363333,2
1363341,186
1363344,2
1363358,1
1363396,422
1363399,2
1363405,1
1363410,2
1363417,1
1363434,4
1363440,2
1363442,1
1363449,7
1363454,1
1363473,15
1363477,2
1363483,1
1363496,6
1363500,3
1363519,6
1363521,1
1363527,1
1363528,1
1363554,6
1363558,3
1363559,28
1363562,183
1363569,5063
1363571,20
1363578,22
1363628,3
1363639,31
1363648,245
1363651,10
1363663,244
1363665,2
1363669,11
1363678,20
1363680,4
1363682,1
1363691,168
1363718,3
1363725,2
1363740,32
1363755,24
1363756,3
1363769,2
1363795,4
1363803,1093
1363811,1
1363819,7
1363851,2
1363854,199
1363859,15
1363866,6
1363867,2
1363874,2096
1363880,21
1363881,1
1363907,2
1363922,1
1363924,1
1363928,1
1363933,1
1363938,1
1363957,1
1363962,22
1363995,6
1364023,24
1364031,1
1364032,8
1364043,16
1364047,46
1364049,5
1364067,5
1364073,11
1364087,1
1364088,833
1364105,1
1364110,71
1364115,3
1364123,4
1364130,3
1364138,1
1364144,3
1364150,1
1364170,3
1364174,37
1364177,119
1364216,16
1364217,10
1364219,1
1364235,167
1364252,8
1364259,12
1364267,6
1364269,1
1364279,15883
1364283,2
1364292,1
1364303,7
1364306,20
1364308,1307
1364316,5
1364331,2
1364336,6
1364342,1
1364361,2
1364370,1
1364372,7
1364377,44
1364384,283
1364386,3
1364396,1
1364400,119
1364410,13
1364426,1
1364433,1
1364453,10
1364455,6
1364465,1
1364469,1
1364484,4
1364486,1
1364501,1
1364502,145
1364504,1
1364514,6
1364522,1
1364526,1
1364530,9
1364535,1
1364538,3
1364541,3
1364545,6
1364553,8
1364566,1
1364572,5
1364600,23
1364602,34
1364605,1
1364609,7
1364611,41
1364614,99831
1364618,21
1364633,3
1364643,10
1364647,69
1364649,33
1364659,54
1364660,1
1364670,2
1364673,89
1364689,7
1364694,1
1364702,1
1364719,15
1364721,4
1364722,1975
1364724,12
1364726,21
1364728,1
1364729,1
1364731,13
1364740,1
1364753,4
1364784,6
1364788,4
1364808,136
1364823,1
1364833,3
1364835,117
1364836,2
1364841,1
1364845,97
1364879,1
1364881,1
1364898,1
1364900,238
1364914,2
1364924,1
1364925,27
1364938,1417
1364981,196
1364990,11
1364995,2
1365011,1
1365020,1
1365022,79
1365039,2
1365042,7
1365043,1
1365046,1
1365050,46
1365059,1
1365074,13
1365096,3
1365100,1
1365117,12
1365118,1
1365166,2
1365184,1
1365187,787
1365202,17
1365223,1
1365254,9
1365261,13
1365265,4
1365268,23
1365269,2
1365275,1386
1365283,5
1365292,1
1365297,437
1365301,1
1365310,1
1365332,26
1365343,4
1365364,9
1365367,1
1365378,149
1365392,1
1365393,71
1365394,1
1365397,2
1365411,6
1365412,1
1365413,1
1365414,2
1365431,1
1365433,15
1365436,5
1365443,11
1365444,692
1365454,13
1365459,2
1365460,3
1365463,5
1365469,4
1365488,7
1365499,4
1365512,2
1365551,11
1365554,42
1365565,42
1365570,1
1365589,1
1365597,3
1365602,16
1365605,1
1365621,2
1365629,2
1365631,23
1365640,84
1365665,1
1365668,1
1365674,154
1365688,2
1365696,2
1365699,68
1365706,2
1365725,5
1365726,160
1365728,1
1365733,1
1365737,2
1365739,1
1365743,1
1365748,7
1365753,136
1365760,2
1365770,8
1365814,331
1365821,2
1365823,1
1365827,3
1365832,13
1365834,1
1365838,3
1365840,1
1365849,2
1365853,2
1365860,2
1365862,3
1365863,4
1365868,101
1365874,5
1365877,2
1365882,207
1365893,1
1365894,1
1365900,26
1365905,1
1365919,178
1365921,1
1365972,1
1365976,5
1365981,2
1365988,28
1366010,1
1366012,1
1366030,2
1366037,4
1366040,2
1366043,2
1366048,1
1366056,1
1366058,5
1366064,3
1366069,1
1366071,1
1366080,1
1366090,7
1366093,1
1366104,5
1366112,42
1366138,1
1366177,438
1366178,17
1366180,12
1366189,14
1366207,1
1366219,8
1366224,6
1366228,1156
1366244,1
1366264,8
1366267,7
1366271,1
1366277,4
1366291,6
1366299,6
1366306,3
1366313,4
1366317,10
1366329,7
1366340,1
1366350,3
1366352,1
1366378,3
1366391,73
1366392,1
1366438,1
1366447,1
1366460,5
1366468,14
1366472,1
1366482,1
1366503,170
1366521,1
1366538,9
1366540,74
1366555,3
1366576,1
1366594,1
1366599,2
1366629,1
1366631,37
1366633,1
1366634,1
1366654,5
1366668,1
1366694,170
1366718,1
1366726,1
1366745,2
1366761,2
1366768,7
1366775,4
1366778,1
1366782,3
1366783,3
1366788,19
1366791,1
1366794,1
1366805,8
1366813,10753
1366820,1
1366821,376
1366824,1
1366825,7
1366833,1
1366909,9
1366912,1
1366913,2
1366918,1
1366938,117
1366944,10
1366954,1
1366961,2
1366968,23
1366973,5
1366975,19
1366982,4
1366992,1
1366993,5
1366996,1
1366997,9
1366999,196
1367003,47
1367005,2
1367020,1
1367036,75
1367056,1
1367059,26
1367080,25
1367093,4
1367096,28
1367110,9
1367120,69
1367137,1
1367141,20
1367149,8
1367158,5
1367180,1
1367184,6
1367185,20
1367187,73
1367190,1
1367195,2
1367221,1
1367225,1
1367228,3
1367239,661
1367240,23
1367251,1
1367252,33
1367272,2
1367313,14
1367321,2
1367324,915
1367331,1
1367335,3
1367347,1
1367350,35
1367358,3
1367364,191
1367368,7
1367371,327
1367405,2
1367420,72
1367439,1
1367453,655
1367476,1
1367490,3
1367494,2
1367496,1
1367497,1
1367515,4
1367533,8
1367548,1
1367567,1
1367568,6
1367577,1
1367587,1
1367609,1
1367621,3
1367622,1
1367629,43
1367641,2
1367657,9
1367658,3
1367672,38
1367673,1
1367678,12
1367686,1
1367705,3844
1367713,23
1367726,3
1367736,2
1367750,2
1367755,1
1367757,2
1367765,3441
1367766,2
1367778,1
1367779,234
1367787,269
1367799,9
1367809,7
1367811,3049
1367815,6
1367829,1
1367831,51
1367836,1
1367841,2
1367850,2
1367851,2
1367852,1
1367858,7
1367859,10
1367860,2
1367868,382
1367873,1
1367880,9
1367894,1
1367902,1
1367907,2
1367920,1
1367944,4
1367987,36
1367988,1
1367992,1
1368001,10
1368011,520
1368027,1
1368036,82
1368047,1
1368052,1
1368072,1
1368086,245
1368090,1
1368101,176
1368109,83
1368116,223
1368118,5
1368121,2
1368128,1
1368130,12
1368139,19
1368150,3
1368153,1
1368159,9
1368160,2
1368165,230
1368167,77
1368171,26
1368176,4
1368195,43
1368204,11
1368207,1993
1368232,1052
1368250,2
1368256,1
1368308,1
1368316,2
1368346,9
1368357,2603
1368365,4
1368370,40
1368382,1
1368386,3
1368392,1
1368403,1
1368415,1
1368422,1
1368425,155
1368427,7
1368436,3
1368437,136
1368466,33
1368481,1
1368491,1
1368493,4
1368502,1
1368504,1
1368531,1195
1368532,5
1368589,2
1368606,3
1368609,2
1368611,1
1368616,1
1368617,2
1368638,4809
1368644,1
1368646,3
1368652,25
1368657,3
1368685,219
1368703,1
1368716,3
1368724,3
1368728,2
1368736,979
1368742,2
1368745,2010
1368749,1
1368750,4
1368769,1
1368771,2
1368802,2
1368803,127
1368825,1
1368832,17
1368836,10
1368842,1
1368846,1
1368869,3
1368873,2
1368874,711
1368878,341
1368891,3
1368912,1
1368916,4046
1368932,164
1368948,2
1368952,1
1368958,3
1368960,14
1368967,4
1368969,146
1368978,1
1368979,1
1368986,3
1368994,2
1369007,1
1369016,2
1369030,2
1369062,1
1369071,1
1369086,1
1369095,5
1369106,2
1369107,1
1369109,1
1369122,1
1369140,3
1369152,1
1369153,1
1369165,16
1369174,1
1369187,1
1369188,399
1369195,1
1369200,34
1369210,4
1369213,1
1369218,6
1369227,14
1369239,3
1369254,2
1369269,16
1369289,27
1369298,13
1369301,3
1369304,2
1369319,1
1369329,2
1369332,6
1369341,7
1369344,3
1369346,1
1369360,1918
1369367,1
1369368,3
1369376,2
1369378,106
1369386,159
1369398,10
1369435,1
1369449,4
1369452,245
1369455,3
1369480,2
1369482,554
1369488,604
1369500,1
1369502,1
1369512,2
1369516,1
1369530,137
1369535,2
1369544,1
1369569,1
1369573,1
1369575,2
1369587,5
1369588,163
1369595,4
1369597,1
1369624,1
1369642,67
1369660,13
1369668,8114
1369686,2
1369690,20
1369692,216
1369709,3
1369719,1
1369725,2
1369734,7
1369748,53
1369756,16
1369768,1
1369769,3
1369790,3
1369816,1
1369827,305
1369843,1
1369870,2
1369875,5
1369914,3
1369932,1
1369938,3
1369942,1
1369948,1
1369954,6
1369958,1
1369973,3
1369987,14
1369991,1
1370003,1
1370017,2
1370044,12
1370068,558
1370075,1
1370084,1
1370092,434
1370099,27
1370100,6
1370123,572
1370133,13
1370144,119
1370147,2
1370152,197
1370161,12
1370163,58
1370170,2
1370178,100
1370180,2
1370182,9
1370199,727
1370208,1
1370219,174
1370221,1
1370222,12
1370232,4
1370239,2
1370244,16
1370255,2
1370294,1
1370307,1
1370327,11
1370333,6
1370341,6
1370357,1
1370358,1
1370359,6
1370360,1
1370361,68
1370366,4
1370375,5
1370388,4
1370400,1
1370402,716
1370410,1
1370413,1
1370421,1
1370436,36
1370437,196
1370440,10
1370446,61
1370456,2773
1370458,139
1370460,133
1370491,3
1370511,10
1370522,27
1370532,1
1370567,235
1370570,1
1370582,4
1370610,1
1370636,23
1370638,1
1370640,3
1370643,3400
1370647,3
1370668,16
1370671,2
1370701,17
1370709,2
1370730,8
1370733,6
1370740,1
1370749,1
1370752,2
1370753,1
1370757,1
1370764,1
1370770,10
1370776,64
1370778,14
1370800,3
1370802,1
1370804,1
1370811,15
1370812,4
1370818,1
1370825,1
1370832,2
1370841,4
1370862,14567
1370868,3
1370889,11
1370914,18
1370941,710
1370952,1
1370966,4
1371001,3
1371017,2
1371032,1
1371040,8
1371051,34
1371063,1
1371065,1591
1371086,3
1371090,1
1371091,1
1371112,19
1371118,321
1371121,2
1371122,1363
1371132,1
1371140,1
1371159,1
1371161,1
1371162,2
1371167,5
1371192,1
1371215,2
1371217,1
1371244,1
1371252,1
1371263,8775
1371273,1
1371285,1
1371288,38
1371302,4
1371303,1
1371305,13
1371318,3
1371324,2
1371325,16
1371337,1
1371365,1
1371366,2
1371377,6
1371387,3
1371395,1
1371397,1
1371404,4
1371418,1
1371438,7
1371447,4
1371459,1
1371461,5
1371475,1
1371485,1
1371489,1
1371490,2
1371502,7
1371503,152
1371514,2
1371521,2
1371528,2
1371533,1
1371541,22
1371553,10
1371573,680
1371574,2
1371576,71
1371584,5
1371590,1
1371597,504
1371611,1
1371614,6
1371620,34
1371622,616
1371625,1
1371633,1
1371645,1
1371688,117
1371704,37
1371722,12
1371726,140
1371751,159
1371758,33
1371763,6
1371767,2
1371778,353
1371784,36
1371801,3
1371805,13
1371827,1
1371837,5
1371843,2
1371859,2
1371860,1
1371890,6
1371893,2
1371901,2
1371906,5
1371912,64
1371915,66
1371917,15
1371935,114
1371951,1
1371956,2
1371975,5
1371999,1
1372015,3
1372030,1
1372043,1
1372046,5
1372055,1
1372062,24
1372073,2
1372089,17
1372121,7
1372126,2
1372141,1
1372143,2
1372154,6
1372156,19
1372162,2
1372165,5
1372167,16
1372169,6337
1372170,1
1372179,4
1372187,18
1372203,2413
1372212,19
1372217,118
1372236,6
1372237,7
1372238,2
