,Indegree
1372245,9
1372251,30
1372272,1
1372282,387
1372285,778
1372316,15
1372320,19
1372322,2
1372330,24
1372334,316
1372345,4
1372358,5
1372373,1
1372374,1
1372378,1
1372400,16
1372426,10
1372428,1
1372430,708
1372448,90
1372455,7
1372469,26
1372481,25
1372495,1
1372505,1
1372507,1
1372512,1
1372516,7
1372532,6
1372534,1
1372558,187
1372559,1
1372561,4
1372569,1
1372570,1
1372577,1
1372582,2
1372585,1
1372593,3
1372594,2
1372596,200
1372638,6
1372666,4497
1372668,108
1372684,1
1372693,11
1372702,1
1372707,6
1372717,2
1372719,1
1372731,1
1372745,89
1372763,1349
1372773,3
1372788,18
1372799,18
1372804,1
1372807,4
1372831,4
1372834,36
1372835,1
1372859,2
1372865,7
1372868,48
1372892,1403
1372894,1
1372911,1
1372922,1
1372928,1
1372930,2
1372940,475
1372943,210
1372950,3
1372957,1
1372970,11
1372973,60
1372974,10
1373006,2
1373010,3
1373014,9
1373022,4
1373030,3
1373065,1
1373103,2
1373128,1
1373162,1
1373178,2
1373196,372
1373204,185
1373205,1
1373209,1
1373212,1
1373213,1
1373227,8
1373228,24
1373235,4
1373238,5
1373254,936
1373265,1
1373280,1
1373293,1
1373297,8
1373302,70
1373304,30
1373310,1
1373340,9
1373353,1
1373354,21
1373368,1
1373375,123
1373384,85
1373389,4
1373390,1
1373415,19
1373426,4
1373435,261
1373484,1
1373485,7
1373490,3
1373496,9
1373506,3
1373517,2
1373527,1
1373530,5
1373536,1
1373538,1
1373542,187
1373544,2
1373548,3
1373573,110
1373576,1
1373579,737
1373584,4
1373585,57
1373592,9
1373600,16
1373610,1
1373617,1
1373635,5
1373664,3
1373665,1
1373675,2
1373697,1
1373698,65
1373709,9
1373730,40
1373755,1
1373761,1
1373764,1
1373765,1
1373774,563
1373775,166
1373782,1
1373799,4
1373818,5
1373819,1
1373825,5
1373831,1
1373842,2
1373861,23
1373873,14
1373886,11
1373888,2
1373908,2
1373928,2
1373978,24
1373987,7
1373996,4
1374006,4
1374024,1
1374060,67
1374063,25
1374073,13
1374080,1
1374091,1
1374095,1
1374096,2
1374105,1
1374129,1
1374134,1
1374138,1
1374139,5
1374144,1
1374146,1
1374175,118
1374179,1
1374206,1
1374233,1
1374251,1
1374253,4
1374293,1
1374298,39
1374299,3
1374341,6
1374344,1
1374357,1
1374359,91
1374369,2
1374372,303
1374383,4
1374386,1
1374387,1
1374393,1
1374398,7
1374399,2
1374405,7
1374412,50
1374426,3
1374460,3
1374463,1
1374481,8
1374483,10
1374485,30
1374486,1
1374515,1
1374531,1
1374577,2
1374592,5
1374600,1
1374602,186
1374603,1
1374608,4
1374615,1
1374623,1942
1374627,192
1374635,45
1374680,1
1374684,2
1374693,3
1374702,3
1374710,25
1374716,5
1374730,1
1374734,1
1374735,1
1374754,1
1374761,10
1374772,12
1374790,2
1374794,9
1374797,1
1374810,2
1374816,14
1374824,1
1374829,1
1374832,1
1374839,4
1374855,14
1374870,6
1374874,66
1374885,1
1374894,7
1374897,1
1374905,17
1374907,3
1374918,12
1374921,2
1374926,2
1374928,2
1374933,15
1374960,19
1374978,11
1374993,1
1374995,1
1374998,5
1375000,1
1375001,5
1375002,1
1375004,2
1375013,162
1375062,5
1375076,3
1375090,4
1375110,2
1375130,209
1375132,1
1375138,11
1375140,4
1375145,2
1375147,1
1375152,1
1375165,1
1375191,2
1375192,2
1375197,8
1375206,4
1375219,5
1375222,1
1375229,227
1375233,52
1375238,1
1375248,1
1375260,18
1375263,7
1375268,648
1375290,1
1375305,1
1375326,2
1375343,1
1375356,39
1375365,3
1375370,308
1375400,14
1375474,5
1375481,1
1375482,19
1375487,1
1375494,12
1375506,422
1375512,206
1375533,1
1375536,1
1375537,2
1375547,2
1375548,2
1375549,1
1375573,15
1375586,1
1375588,1
1375591,2
1375602,500
1375603,31
1375612,2
1375616,1
1375628,2
1375652,3
1375678,5
1375694,2
1375704,2
1375723,1
1375737,2
1375740,1
1375756,1
1375779,1
1375781,2
1375784,4
1375787,24
1375788,1428
1375793,1
1375804,13
1375820,5
1375834,343
1375837,1
1375840,2
1375844,21
1375846,4
1375859,3
1375869,3
1375872,33
1375892,14
1375911,2
1375919,1
1375923,3
1375932,1
1375947,7
1375954,2
1375963,1
1375972,22
1375975,7
1375988,1
1375993,5
1376003,1
1376007,1
1376015,3
1376022,87
1376034,42
1376039,14
1376046,182
1376054,129
1376069,2
1376081,1
1376099,35
1376117,4
1376120,51
1376121,1
1376125,13
1376130,6
1376150,1039
1376158,2
1376159,105
1376183,1
1376198,1
1376224,2
1376225,69
1376239,12
1376256,10
1376259,190
1376263,5
1376266,22
1376268,74
1376314,1
1376317,1
1376331,4
1376354,1
1376360,115
1376376,1
1376379,27
1376390,1
1376393,1
1376397,521
1376402,1
1376403,1
1376415,1
1376418,18
1376425,1
1376426,4
1376430,99
1376432,5
1376470,1398
1376500,6
1376512,1
1376522,5
1376523,1
1376526,311
1376528,1
1376537,4
1376544,2958
1376553,3
1376565,1
1376574,1
1376603,1
1376604,1
1376612,5
1376629,10
1376630,1
1376632,1
1376678,9
1376679,1
1376680,7
1376681,1
1376689,1
1376708,47
1376710,282
1376720,3
1376729,3
1376779,3
1376793,2
1376799,1
1376809,4
1376829,1
1376850,11
1376871,1
1376889,6978
1376891,1
1376901,123
1376911,1
1376936,153
1376941,8
1376943,4
1376954,100
1376958,538
1376961,27
1376966,5
1376985,1
1377001,5
1377008,2090
1377036,3
1377037,2636
1377042,332
1377052,191
1377058,2
1377064,57
1377089,124
1377101,29
1377107,3
1377115,1
1377129,7
1377142,3
1377159,4424
1377164,1
1377165,1
1377168,22
1377179,1
1377185,1
1377214,1
1377219,158
1377228,559
1377230,19
1377245,2
1377264,3
1377269,2
1377272,4
1377273,5
1377278,1
1377280,1
1377298,1
1377301,7
1377322,2
1377333,8
1377344,258
1377352,7
1377353,1
1377365,5
1377370,2
1377373,3
1377379,5
1377381,1
1377394,2
1377419,1
1377440,3
1377444,1325
1377448,4
1377454,478
1377457,3
1377468,1
1377475,2
1377503,10
1377506,1
1377508,3
1377515,1
1377516,2
1377525,1
1377535,2
1377536,17
1377545,74
1377546,1
1377562,1
1377570,5
1377592,3
1377599,3
1377608,2
1377626,19
1377631,7
1377638,17
1377648,58
1377656,1
1377657,1
1377663,30
1377678,6
1377700,3
1377728,3
1377739,309
1377749,1
1377759,1
1377764,16
1377782,1
1377792,1
1377813,1
1377814,208
1377821,3
1377843,27
1377853,1
1377859,5
1377866,1
1377880,1
1377885,1
1377894,9
1377899,1
1377907,16
1377914,5
1377926,25
1377954,191
1377962,34
1377969,2
1377988,954
1377998,1322
1378020,6
1378029,1964
1378038,2
1378088,1
1378108,10
1378118,69
1378120,2
1378125,14
1378126,237
1378131,3
1378143,29
1378145,2
1378149,3
1378166,1
1378172,17
1378179,1
1378208,34
1378216,1
1378218,2
1378227,16
1378236,15
1378242,1
1378279,15
1378304,4
1378317,66
1378321,6
1378325,34
1378326,246
1378335,318
1378351,1
1378367,3
1378393,1
1378405,812
1378413,23
1378416,10
1378419,1381
1378422,10
1378429,127
1378441,4
1378444,1
1378446,1
1378450,1
1378453,2
1378465,2
1378467,7
1378473,1
1378474,5
1378488,61
1378492,31
1378500,9
1378502,1
1378504,1
1378515,1
1378517,5
1378526,3
1378528,2
1378531,9
1378532,5
1378541,2
1378544,1
1378562,6
1378576,1
1378585,1
1378587,1
1378590,46
1378592,56
1378614,1
1378657,964
1378669,1
1378674,1
1378712,1
1378725,726
1378727,1
1378751,12225
1378762,330
1378769,10
1378795,12
1378798,1
1378817,27
1378818,177
1378819,308
1378829,2
1378832,3
1378846,186
1378848,1
1378851,1
1378852,3
1378858,3
1378864,8
1378870,1
1378896,4
1378900,9
1378901,14
1378914,10
1378922,1
1378932,4
1378937,5
1378959,200
1378972,255
1378976,1
1378992,8
1379001,424
1379020,61
1379030,8
1379033,6429
1379043,1
1379049,17
1379055,185
1379060,1
1379068,2
1379086,2554
1379106,1
1379112,2
1379115,330
1379120,193
1379121,1
1379142,20
1379152,2
1379154,11
1379159,2
1379162,2
1379163,1
1379165,14
1379169,9
1379219,1
1379227,1
1379229,381
1379235,64
1379248,2
1379267,2
1379290,1
1379297,10
1379300,1
1379303,2
1379306,1
1379346,2
1379348,1
1379352,1
1379353,3
1379361,758
1379368,7
1379373,1
1379398,5
1379420,5
1379446,4
1379453,1
1379463,3
1379479,2
1379480,3
1379507,22
1379513,225
1379521,4
1379529,2
1379542,84
1379543,1
1379544,3
1379550,2
1379552,1
1379562,1
1379577,1562
1379661,1
1379665,3
1379667,217
1379704,2
1379713,1
1379747,4
1379749,2
1379751,15
1379752,1
1379753,4
1379761,169
1379770,365
1379785,1
1379791,423
1379802,3668
1379809,146
1379815,1
1379817,129
1379820,2
1379823,1
1379825,9
1379835,2
1379841,1
1379847,3
1379853,3
1379860,6
1379866,279
1379874,85
1379897,2
1379928,1
1379945,1
1379960,1
1379967,1
1379985,4
1379987,4
1379992,1
1380015,1
1380021,33
1380028,1
1380030,2
1380034,45
1380036,1
1380038,1
1380041,563
1380043,13
1380050,2
1380066,1
1380067,39
1380073,2
1380075,1
1380077,1
1380084,1
1380085,17
1380087,5
1380101,34
1380107,629
1380116,1
1380126,428
1380133,1
1380135,11
1380180,1
1380204,1
1380232,1
1380235,4201
1380245,14
1380246,1
1380256,4
1380293,2
1380336,2
1380352,2
1380358,4
1380373,1
1380374,8
1380376,22
1380380,13
1380385,3
1380388,1
1380401,266
1380411,2
1380435,288
1380442,3750
1380473,8
1380474,28
1380477,4
1380482,1
1380489,1
1380496,1
1380499,20
1380500,1
1380501,4
1380517,568
1380519,1
1380539,9
1380547,2
1380548,1
1380565,33
1380592,1
1380603,1
1380631,1
1380670,1
1380677,17
1380678,2
1380687,6
1380697,4
1380699,16
1380701,8
1380708,6
1380713,1
1380717,3
1380734,1
1380774,2
1380782,3
1380794,20
1380799,1
1380836,2
1380838,137
1380869,1
1380889,38
1380893,2
1380901,96
1380911,51
1380916,33
1380920,1
1380933,6
1380943,1
1380948,1
1380955,2
1380958,95
1380962,1
1380974,2
1380981,2
1380999,14
1381014,4
1381016,13
1381022,1
1381023,16
1381036,2
1381044,5
1381051,2
1381063,2
1381070,8
1381071,3
1381077,1
1381084,5
1381102,1
1381106,1
1381127,6
1381131,1
1381171,5
1381177,1
1381179,1
1381183,174
1381198,1
1381201,32
1381208,553
1381228,3
1381234,1
1381256,1
1381270,2
1381304,4
1381307,1
1381309,1
1381323,1
1381327,1
1381349,14
1381350,2
1381354,1
1381366,2
1381376,348
1381379,121
1381386,73
1381394,1
1381417,5
1381422,1
1381423,10
1381432,185
1381465,5
1381475,2
1381481,1
1381502,2
1381510,1
1381529,2
1381562,519
1381588,1
1381597,2
1381600,141
1381606,159
1381607,5
1381610,2
1381613,3
1381661,2
1381692,7
1381701,3
1381704,36
1381708,9
1381730,1
1381748,2
1381779,8
1381780,1
1381785,45
1381790,2199
1381828,14
1381864,1
1381866,13
1381879,4
1381891,1
1381899,2
1381904,11
1381920,1
1381935,4
1381944,6
1381958,14
1381962,1
1381977,4
1381980,35
1381989,7
1382004,5
1382021,2
1382032,2
1382051,2
1382054,1
1382059,6
1382064,4
1382070,1
1382086,8
1382098,1
1382099,8
1382118,1
1382119,1
1382129,1
1382138,5
1382146,862
1382167,1
1382181,23
1382182,2
1382199,2723
1382200,2
1382206,57
1382219,3
1382222,164
1382230,4
1382274,229
1382282,1
1382289,1
1382294,1
1382302,4
1382306,3
1382319,9
1382324,1
1382327,1
1382328,3
1382333,6
1382338,201
1382340,7
1382360,1
1382362,1
1382366,2
1382379,1
1382380,3
1382383,34
1382425,1
1382431,13
1382441,15
1382448,27
1382458,1
1382464,5
1382474,1
1382479,1
1382500,14736
1382504,2
1382514,1
1382515,1
1382517,2
1382524,8
1382535,227
1382539,1
1382553,2669
1382555,2
1382565,1
1382571,90
1382619,4
1382625,1
1382635,95
1382652,37
1382654,19
1382661,2
1382668,2
1382669,1
1382698,25
1382699,110
1382711,7
1382741,1
1382747,1
1382748,2928
1382757,6
1382764,1
1382767,1
1382781,12
1382783,196
1382788,1
1382794,2
1382805,3
1382818,3
1382852,2
1382873,62
1382877,5
1382879,2
1382884,1
1382889,3
1382894,1
1382904,2
1382919,1
1382921,5
1382929,1
1382934,1
1382936,1
1382946,474
1382955,605
1382970,1
1382977,1
1382981,1
1382982,15
1382985,1
1383001,1334
1383020,1
1383030,4
1383055,2
1383060,103
1383061,4
1383069,3
1383074,1
1383086,7
1383092,5
1383099,1
1383104,5
1383110,1
1383113,3
1383116,1
1383123,6
1383129,3
1383133,76
1383154,1
1383159,1
1383160,10
1383163,3
1383169,18
1383172,269
1383174,6
1383183,1
1383206,6
1383266,16
1383274,74
1383277,10
1383299,7
1383308,1
1383318,1791
1383329,13
1383330,36
1383341,2
1383360,3
1383361,84
1383379,28
1383390,3
1383398,3
1383414,531
1383418,29
1383420,1
1383434,2
1383435,32
1383440,61
1383447,2374
1383449,2
1383462,1
1383474,1
1383476,4
1383480,4
1383494,1
1383499,140
1383532,10
1383543,3
1383547,3
1383560,1
1383566,1
1383576,6
1383594,1
1383607,5
1383624,4
1383653,27
1383666,1
1383670,6
1383677,7
1383689,27
1383720,1614
1383721,3
1383735,6
1383744,31
1383758,4
1383762,103
1383771,1
1383776,4
1383780,1
1383796,182
1383798,31
1383800,2
1383821,869
1383829,98
1383833,1
1383846,9
1383854,9
1383862,3
1383864,222
1383865,2
1383866,2
1383869,1
1383872,1
1383891,266
1383892,2
1383910,3
1383929,2
1383933,12
1383938,1
1383950,2
1383965,2
1383978,1
1383979,2
1383982,120
1384007,5
1384009,9
1384016,4
1384024,62
1384029,1
1384041,1
1384061,33
1384066,1
1384067,1
1384068,2
1384070,67
1384080,11
1384094,1
1384099,16
1384104,1
1384110,151
1384113,108
1384117,5
1384120,3
1384156,2
1384159,2
1384175,2
1384191,1
1384214,800
1384224,7
1384233,1
1384255,3
1384257,1
1384273,1
1384274,24
1384280,43
1384301,32
1384302,6
1384307,2584
1384313,2
1384318,6
1384321,1942
1384358,22
1384371,2
1384399,1
1384401,3
1384403,2
1384406,1
1384417,3
1384421,169
1384427,22
1384440,1
1384446,930
1384461,2
1384462,1
1384466,9
1384481,4
1384492,1
1384493,20
1384508,259
1384554,2
1384556,1
1384575,2
1384591,133
1384596,1
1384602,1
1384606,1
1384633,3
1384647,1
1384660,3
1384670,1
1384676,1
1384678,2
1384681,4
1384685,1
1384691,32
1384694,2
1384710,1
1384713,6
1384735,13
1384739,1
1384751,14
1384762,2
1384764,3
1384788,5
1384824,4
1384846,3
1384848,13
1384871,6
1384881,1
1384885,1
1384888,1
1384892,2
1384897,1
1384907,1
1384917,24
1384924,1
1384929,3
1384936,1
1384941,68
1384963,51
1385005,2
1385010,7271
1385014,44
1385028,6
1385040,3
1385042,4
1385047,15
1385050,1
1385054,13
1385060,39
1385068,1
1385083,1
1385091,3
1385099,903
1385105,1
1385111,38
1385119,8
1385127,3
1385143,3
1385149,887
1385152,1
1385160,14
1385175,1
1385182,6
1385185,25
1385192,2
1385204,1
1385206,30
1385211,13
1385212,2
1385222,1
1385242,909
1385258,52
1385263,3
1385299,7
1385302,4
1385312,4
1385316,6
1385331,1
1385335,1
1385338,5
1385347,65
1385359,1
1385361,2
1385365,9
1385373,16
1385379,2
1385411,18
1385414,1
1385420,2
1385421,1
1385434,15
1385437,1
1385442,23
1385470,2
1385497,1
1385502,4
1385512,1
1385515,149
1385529,1
1385546,1
1385563,5
1385573,11
1385574,1
1385576,2
1385593,8
1385603,1
1385607,45
1385609,398
1385644,116
1385648,1
1385657,161
1385664,1
1385670,28
1385678,14
1385688,929
1385712,2
1385724,4
1385732,4
1385739,2
1385762,2
1385783,4
1385784,2
1385789,8
1385816,1
1385829,1
1385878,25
1385886,9
1385890,2
1385903,3
1385911,13
1385921,24
1385922,1
1385934,4862
1385939,1
1385957,2
1385969,1
1385970,2
1386005,53
1386014,48
1386049,1
1386053,662
1386058,2
1386070,7
1386093,1
1386094,1
1386113,521
1386126,2
1386127,2
1386141,8
1386174,61
1386187,3
1386197,1
1386201,1
1386205,132
1386207,1
1386218,5
1386227,3
1386229,1
1386235,3
1386236,3
1386248,1
1386255,2
1386271,1
1386285,1
1386289,2
1386301,1
1386337,1
1386341,2
1386377,14
1386383,973
1386391,1
1386393,22
1386421,5
1386422,8
1386426,6
1386436,1
1386440,2
1386445,3
1386446,2
1386447,1
1386457,72
1386476,1
1386513,1
1386516,2
1386522,1
1386529,3
1386534,2
1386538,2
1386544,1
1386550,5
1386552,3
1386561,1169
1386565,1
1386571,1
1386574,65
1386575,106
1386583,3
1386584,1
1386589,2
1386608,2
1386615,1
1386639,1
1386644,1
1386646,2
1386661,4
1386669,2
1386679,1
1386681,3
1386691,1
1386700,3
1386736,314
1386753,499
1386759,1
1386765,24
1386772,63
1386777,6
1386784,1309
1386791,87
1386800,2
1386813,1
1386825,1
1386836,20
1386839,556
1386851,6
1386887,1
1386900,425
1386904,1
1386917,30
1386929,10
1386931,14
1386950,4
1386953,1
1386966,1
1386967,1
1386985,1
1387005,5
1387010,1
1387026,38
1387028,1
1387032,16
1387034,2
1387037,17
1387059,558
1387078,12
1387079,1
1387085,3045
1387095,1
1387113,6
1387120,1
1387142,3679
1387147,1
1387155,45
1387161,3
1387172,17
1387180,6
1387185,1
1387205,24
1387218,1
1387228,6
1387229,26
1387232,71
1387239,4
1387261,321
1387270,1
1387273,4
1387284,1
1387291,11
1387324,14
1387331,1
1387339,2
1387341,1
1387358,1
1387376,1
1387378,1
1387381,66
1387397,28
1387415,5
1387416,1
1387421,9
1387429,1
1387433,1587
1387440,73
1387443,4
1387452,1
1387461,7
1387493,94
1387524,1
1387526,2
1387534,1
1387541,575
1387548,1
1387552,4
1387557,9
1387573,28894
1387579,7
1387582,2
1387608,9
1387618,1
1387620,2
1387625,3
1387626,2
1387639,146
1387640,9
1387643,3
1387646,4
1387657,4
1387664,1
1387674,1
1387701,1
1387705,1
1387719,45
1387770,13
1387796,1
1387808,1
1387833,20
1387854,3
1387857,1
1387859,2
1387871,2
1387879,2
1387884,2
1387898,1
1387900,1
1387909,7
1387917,509
1387928,29
1387931,1
1387933,1
1387946,1
1387953,2
1387970,2
1387971,1
1387982,284
1387990,2
1388000,3
1388001,98
1388007,2
1388026,163
1388035,1
1388042,1
1388065,181
1388068,6
1388072,1
1388076,12
1388092,1125
1388107,1
1388133,5
1388135,1
1388138,18
1388148,2
1388156,2
1388169,1
1388182,309
1388187,5
1388199,4
1388209,1
1388226,1
1388227,17
1388244,28
1388251,1
1388255,2
1388258,8
1388275,2
1388293,10
1388316,6
1388332,4
1388344,1
1388351,2
1388364,1
1388377,123
1388381,5
1388391,3
1388413,1
1388414,19
1388429,1
1388430,10
1388433,11
1388438,42
1388465,159
1388479,1173
1388521,1
1388533,2
1388535,35
1388540,1
1388545,2
1388546,40
1388566,88
1388574,2
1388595,1
1388598,1
1388601,1
1388607,11
1388632,1
1388652,16
1388659,1
1388663,1
1388677,12
1388678,1
1388685,501
1388691,1
1388696,34
1388704,3
1388713,1
1388721,19
1388741,1
1388750,3
1388752,2
1388794,2
1388806,1
1388833,3
1388852,1
1388880,2
1388881,2
1388886,2
1388887,1
1388895,25158
1388915,1
1388942,8
1388943,10
1388955,12
1388971,1
1388987,34
1388988,526
1389019,1
1389028,2
1389031,129
1389040,13
1389044,1
1389047,1
1389051,1
1389074,1
1389091,4
1389096,1
1389099,4
1389112,1
1389121,5
1389141,144
1389142,1
1389151,1
1389172,1
1389176,1
1389177,1
1389178,3
1389179,1
1389182,2
1389183,7
1389185,1
1389189,1
1389200,3
1389211,2
1389251,6
1389264,12
1389277,1
1389284,9
1389290,1
1389291,2
1389292,2
1389308,21
1389318,1
1389333,1
1389336,4
1389347,1
1389352,123
1389362,80
1389382,1
1389389,2
1389390,535
1389401,105
1389407,7
1389409,220
1389413,1
1389415,7
1389421,11
1389423,3
1389428,22
1389451,1
1389470,9
1389472,407
1389475,1
1389478,1
1389501,1
1389510,13
1389524,1
1389544,1
1389561,1
1389564,1
1389573,81
1389580,4
1389591,3008
1389592,6
1389627,14
1389637,23
1389639,2
1389648,89
1389649,6
1389651,1
1389655,60
1389657,18
1389660,3
1389687,1
1389689,12
1389706,2
1389710,112
1389712,2
1389716,9
1389724,1
1389738,2
1389744,110
1389747,6
1389753,7
1389778,3
1389798,15
1389831,4
1389855,1
1389879,2
1389882,4
1389892,4452
1389911,131
1389920,7
1389921,2836
1389950,1
1389953,17
1389957,37
1389963,841
1389966,9
1389985,1
1389987,1
1390001,4
1390021,5
1390029,130
1390040,57
1390042,2
1390058,1
1390059,154
1390062,1
1390063,55
1390064,2571
1390074,172
1390078,1
1390090,6
1390092,3
1390101,2
1390107,2
1390148,1
1390177,96
1390184,1
1390204,1
1390205,5
1390212,1
1390241,8
1390242,2
1390245,1
1390249,2
1390257,74
1390265,1
1390271,3
1390305,1
1390308,3
1390314,18
1390332,1
1390344,37
1390345,20
1390347,1
1390350,1
1390358,49
1390360,14
1390373,439
1390380,1
1390387,1
1390402,2
1390406,1
1390410,12
1390418,1
1390421,2
1390422,1
1390429,32
1390441,1
1390444,23
1390451,2
1390460,1
1390476,12
1390482,3
1390483,2
1390485,1393
1390489,270
1390499,2
1390506,1782
1390515,69
1390533,2
1390534,12
1390539,17
1390545,1
1390547,16
1390560,1225
1390565,1
1390577,2
1390586,16
1390587,31
1390589,2
1390592,1
1390635,788
1390644,1
1390691,4
1390692,5
1390708,6
1390710,214
1390711,3
1390718,6
1390725,10
1390737,2
1390741,497
1390756,12
1390764,1
1390775,2
1390797,2
1390808,35
1390858,7
1390871,934
1390892,40
1390894,1246
1390897,9
1390898,28
1390900,6
1390901,33
1390902,14
1390903,1
1390916,1
1390928,25
1390933,15
1390944,1
1390955,6
1390957,2
1390960,12
1390963,213
1390967,3
1390973,1
1390979,3
1391001,222
1391006,9
1391009,19
1391017,1
1391019,1
1391022,26
1391026,14
1391039,2610
1391040,5
1391089,7
1391091,1
1391093,8
1391096,180
1391106,1
1391109,4
1391110,1
1391119,1
1391148,3
1391162,48
1391171,1
1391184,1
1391187,7
1391207,1
1391213,5
1391227,6
1391230,1
1391236,1
1391242,1
1391247,2
1391270,20
1391280,22
1391296,1
1391310,1601
1391313,4
1391338,31
1391347,5
1391352,1
1391362,32
1391389,5
1391397,189
1391402,10
1391406,31
1391408,1
1391410,2
1391414,53
1391426,1
1391434,4
1391442,1
1391445,1
1391446,1
1391469,93
1391478,4
1391481,1
1391484,8
1391491,8
1391500,486
1391523,134
1391534,75
1391545,224
1391550,67
1391554,4
1391585,1
1391606,2
1391608,11
1391611,3
1391627,4
1391640,43
1391641,3
1391651,167
1391660,2
1391663,53
1391665,1
1391677,1
1391696,11
1391706,2
1391712,39
1391728,1
1391739,6
1391748,2
1391750,1693
1391766,1
1391783,3
1391786,301
1391800,12
1391811,1
1391817,1
1391819,3
1391829,48
1391843,1
1391862,1
1391864,1
1391870,221
1391871,1
1391873,1
1391877,6
1391880,1
1391907,1
1391908,2
1391935,2
1391937,4
1391939,1
1391941,1
1391944,1
1391947,2
1391969,1
1391974,1
1391979,103
1391981,1
1391983,1
1391985,2
1391998,1
1391999,2
1392005,4
1392007,1
1392023,11
1392025,2
1392031,8
1392036,1
1392039,12
1392042,92
1392049,4
1392080,5
1392081,1
1392087,7
1392097,11
1392120,2
1392130,7
1392142,43
1392146,2
1392153,2
1392173,61
1392182,128
1392183,1
1392192,12
1392197,2
1392207,5
1392213,1
1392215,1
1392220,3
1392230,571
1392231,13
1392237,9
1392252,2
